URL,IMDB_ID,BETASERIES_ID,THEMOVIEDB_ID,IS_ACTIVE
/series/ficheserie_gen_cserie=541.html,tt0428189,elodie-bradford,30738,FALSE
/series/ficheserie_gen_cserie=543.html,tt0482030,merci-les-enfants-vont-bien,72084,TRUE
/series/ficheserie_gen_cserie=544.html,tt0273028,undeclared,3948,FALSE
/series/ficheserie_gen_cserie=545.html,tt0429046,les-rois-maudits,69405,FALSE
/series/ficheserie_gen_cserie=546.html,tt0121955,southpark,2190,FALSE
/series/ficheserie_gen_cserie=549.html,tt0159920,total-recall-2070,4541,FALSE
/series/ficheserie_gen_cserie=552.html,tt0115323,profit,623,FALSE
/series/ficheserie_gen_cserie=554.html,tt0094535,reddwarf,326,FALSE
/series/ficheserie_gen_cserie=557.html,tt0452909,faites-comme-chez-vous,103556,FALSE
/series/ficheserie_gen_cserie=561.html,tt0115277,mr-mrs-smith,10058,FALSE
/series/ficheserie_gen_cserie=564.html,tt0290978,theofficeuk,2996,FALSE
/series/ficheserie_gen_cserie=566.html,tt0220238,invisibleman,4735,FALSE
/series/ficheserie_gen_cserie=567.html,tt0425724,venus-et-apollon,72423,FALSE
/series/ficheserie_gen_cserie=568.html,tt0115317,poltergeistthelegacy,11183,FALSE
/series/ficheserie_gen_cserie=569.html,tt0096635,lifegoeson,5299,FALSE
/series/ficheserie_gen_cserie=572.html,tt0370194,reno-911,2187,FALSE
/series/ficheserie_gen_cserie=573.html,tt0174376,avocats-associes,72083,TRUE
/series/ficheserie_gen_cserie=574.html,tt0106042,julie-lescaut,7669,FALSE
/series/ficheserie_gen_cserie=575.html,tt0056751,doctorwho1963,121,FALSE
/series/ficheserie_gen_cserie=576.html,tt0166423,commissaire-moulin,7676,FALSE
/series/ficheserie_gen_cserie=578.html,tt0088527,growing-pains,54,FALSE
/series/ficheserie_gen_cserie=581.html,tt0172014,josephine-ange-gardien,42083,FALSE
/series/ficheserie_gen_cserie=582.html,tt0108835,les-cordier-juge-et-flic,63637,FALSE
/series/ficheserie_gen_cserie=585.html,tt0118303,dharmagreg,3461,FALSE
/series/ficheserie_gen_cserie=590.html,tt0300865,thats-so-raven,4602,FALSE
/series/ficheserie_gen_cserie=592.html,tt0448190,mastersofhorror,3470,FALSE
/series/ficheserie_gen_cserie=597.html,tt0167673,les-nouveaux-chevaliers-du-ciel,101866,FALSE
/series/ficheserie_gen_cserie=600.html,tt0327354,red-cap,17119,FALSE
/series/ficheserie_gen_cserie=604.html,tt0429422,regenesis,3406,FALSE
/series/ficheserie_gen_cserie=605.html,tt0173594,les-rois-maudits-1972,69402,FALSE
/series/ficheserie_gen_cserie=609.html,tt0288937,degrassithenextgeneration,1948,FALSE
/series/ficheserie_gen_cserie=613.html,tt0189392,bigwolfoncampus,3471,TRUE
/series/ficheserie_gen_cserie=615.html,tt0171998,extreme-limite,98173,FALSE
/series/ficheserie_gen_cserie=617.html,tt0452573,thetriangle,9026,FALSE
/series/ficheserie_gen_cserie=620.html,tt0268094,specialunit2,6177,FALSE
/series/ficheserie_gen_cserie=621.html,tt0086793,santa-barbara-1984,1451,FALSE
/series/ficheserie_gen_cserie=625.html,tt0092319,beauty-and-the-beast-1987,2397,FALSE
/series/ficheserie_gen_cserie=626.html,tt0090390,alf,4658,FALSE
/series/ficheserie_gen_cserie=627.html,tt0457541,skyland,1743,FALSE
/series/ficheserie_gen_cserie=629.html,tt0193676,freaksandgeeks,2382,FALSE
/series/ficheserie_gen_cserie=636.html,tt0169504,unefamilleformidable,7666,FALSE
/series/ficheserie_gen_cserie=638.html,tt0088568,misfitsofscience,10141,FALSE
/series/ficheserie_gen_cserie=640.html,tt0315081,trippingtherift,4585,FALSE
/series/ficheserie_gen_cserie=641.html,tt0076984,battlestargalactica1978,501,FALSE
