URL,IMDB_ID,BETASERIES_ID,THEMOVIEDB_ID,METACRITIC_ID,ROTTEN_TOMATOES_ID,IS_ACTIVE
/film/fichefilm_gen_cfilm=277.html,tt0060860,31138-la-prise-de-pouvoir-par-louis-xiv,69912,null,prise-de-pouvoir-par-louis-xiv-la-the-rise-of-louis-xiv,FALSE
/film/fichefilm_gen_cfilm=278.html,tt0076574,2732-providence,54140,null,providence,FALSE
/film/fichefilm_gen_cfilm=279.html,tt0057427,1420-le-proces,3009,null,the_trial_1962,FALSE
/film/fichefilm_gen_cfilm=280.html,tt0080661,940-dressed-to-kill,11033,dressed-to-kill,1006299-dressed_to_kill,FALSE
/film/fichefilm_gen_cfilm=281.html,tt0056687,16449-what-ever-happened-to-baby-jane,10242,null,what_ever_happened_to_baby_jane,FALSE
/film/fichefilm_gen_cfilm=283.html,tt0089902,21179-rendez-vous,34093,null,rendez_vous_1987,FALSE
/film/fichefilm_gen_cfilm=284.html,tt0070608,6361-robin-hood,11886,robin-hood-1973,1017699-robin_hood,FALSE
/film/fichefilm_gen_cfilm=286.html,tt0089853,3113-the-purple-rose-of-cairo,10849,the-purple-rose-of-cairo,purple_rose_of_cairo,FALSE
/film/fichefilm_gen_cfilm=288.html,tt0087892,18935-a-passage-to-india,15927,a-passage-to-india,passage_to_india,FALSE
/film/fichefilm_gen_cfilm=289.html,tt0086213,2483-rue-cases-negres,42115,null,sugar_cane_alley,FALSE
/film/fichefilm_gen_cfilm=290.html,tt0086216,3161-rumble-fish,232,rumble-fish,rumble_fish,FALSE
/film/fichefilm_gen_cfilm=291.html,tt0051792,12828-the-music-room,822,null,751044610,FALSE
/film/fichefilm_gen_cfilm=292.html,tt0073650,5775-salo-o-le-120-giornate-di-sodoma,5336,null,salo_o_le_120_giornate_di_sodoma_1979,FALSE
/film/fichefilm_gen_cfilm=295.html,tt0081455,15238-scanners,9538,scanners,1018315-scanners,FALSE
/film/fichefilm_gen_cfilm=296.html,tt0023427,8413-scarface,877,scarface-1932,1018323-scarface,FALSE
/film/fichefilm_gen_cfilm=297.html,tt0047478,4097-seven-samurai,346,seven-samurai,seven_samurai_1956,FALSE
/film/fichefilm_gen_cfilm=298.html,tt0090015,3127-shoah,42044,shoah-1985,shoah,FALSE
/film/fichefilm_gen_cfilm=299.html,tt0052311,7422-touch-of-evil,1480,touch-of-evil,1021749-touch_of_evil,FALSE
/film/fichefilm_gen_cfilm=300.html,tt0070723,3275-soylent-green,12101,soylent-green,soylent_green,FALSE
/film/fichefilm_gen_cfilm=301.html,tt0088167,11563-les-specialistes,12111,null,771201648,FALSE
/film/fichefilm_gen_cfilm=302.html,tt0088172,9692-starman,9663,starman,starman,FALSE
/film/fichefilm_gen_cfilm=303.html,tt0090070,29663-steaming,132482,null,steaming,FALSE
/film/fichefilm_gen_cfilm=304.html,tt0047528,7907-la-strada,405,null,the_road_1954,FALSE
/film/fichefilm_gen_cfilm=305.html,tt0088184,3184-stranger-than-paradise,469,null,stranger_than_paradise,FALSE
/film/fichefilm_gen_cfilm=306.html,tt0090095,7087-subway,10656,null,subway,FALSE
/film/fichefilm_gen_cfilm=307.html,tt0031505,25428-jamaica-inn,31995,null,1010889-jamaica_inn,FALSE
/film/fichefilm_gen_cfilm=308.html,tt0075314,231-taxi-driver,103,taxi-driver,taxi_driver,FALSE
/film/fichefilm_gen_cfilm=309.html,tt0088247,469-the-terminator,218,the-terminator,terminator,FALSE
/film/fichefilm_gen_cfilm=310.html,tt0090171,34540-le-the-au-harem-darchimede,76388,null,tea_in_the_harem,FALSE
/film/fichefilm_gen_cfilm=311.html,tt0080455,3071-the-blues-brothers,525,the-blues-brothers,blues_brothers,FALSE
/film/fichefilm_gen_cfilm=312.html,tt0063678,2547-teorema,5335,null,teorema,FALSE
/film/fichefilm_gen_cfilm=313.html,tt0073629,3298-the-rocky-horror-picture-show,36685,the-rocky-horror-picture-show,rocky_horror_picture_show,FALSE
/film/fichefilm_gen_cfilm=314.html,tt0079826,3274-the-rose,16323,the-rose,1017887-rose,FALSE
/film/fichefilm_gen_cfilm=315.html,tt0069383,17427-tintin-et-le-lac-aux-requins,241004,null,the_adventures_of_tintin_the_lake_of_sharks,FALSE
/film/fichefilm_gen_cfilm=316.html,tt0065106,16354-le-temple-du-soleil,241001,null,tintin-et-le-temple-du-soleil-tintin-and-the-temple-of-the-sun,FALSE
/film/fichefilm_gen_cfilm=317.html,tt0035446,2104-to-be-or-not-to-be,198,to-be-or-not-to-be,to_be_or_not_to_be,FALSE
